1,3,24
2,0,1
3,0,1
4,1,10
5,1,1
6,1,1
7,2,18
8,0,6
9,4,29
10,0,1
11,0,1
12,1,12
13,0,1
14,3,25
15,0,1
16,0,1
17,1,1
18,0,1
19,1,1
20,1,1
21,0,1
22,0,1
23,0,1
24,0,11
25,0,1
26,0,1
27,0,2
28,0,3
29,4,16
30,3,19
31,0,5
32,2,9
33,2,8
34,7,63
35,0,2
36,0,1
37,1,2
38,0,1
39,0,1
40,0,11
41,0,4
42,0,1
43,0,1
44,4,25
45,0,1
46,0,1
47,2,29
48,0,1
49,3,20
50,0,1
51,0,1
52,3,29
53,0,2
54,0,2
55,0,3
56,0,1
57,0,1
58,1,1
59,0,1
60,0,1
61,0,1
62,0,1
63,0,1
64,1,2
65,0,1
66,1,10
67,8,43
68,0,1
69,0,1
70,0,1
71,6,48
72,0,1
73,0,1
74,0,3
75,0,1
76,0,1
77,1,7
78,0,1
79,0,1
80,0,2
81,0,1
82,0,1
83,0,1
84,0,1
85,0,1
86,0,2
87,1,2
88,0,1
89,0,17
90,1,8
91,0,1
92,0,4
93,1,3
94,5,34
95,0,1
96,1,1
97,5,40
98,0,2
99,5,29
100,2,21
101,18,152
102,4,42
103,0,1
104,0,1
105,5,42
106,1,2
107,0,3
108,0,1
109,0,1
110,1,11
111,0,4
112,0,1
113,10,39
114,1,19
115,0,1
116,1,3
117,1,22
118,12,54
119,1,14
120,0,1
121,0,9
122,0,4
123,0,1
124,0,2
125,3,23
126,2,15
127,0,1
128,2,14
129,0,1
130,1,6
131,4,28
132,0,1
133,2,20
134,0,1
135,0,1
136,0,2
137,0,2
138,1,22
139,0,1
140,0,2
141,5,11
142,0,2
143,1,2
144,0,1
145,0,1
146,8,43
147,3,33
148,0,1
149,4,30
150,1,1
151,0,1
152,14,60
153,0,2
154,1,4
155,0,1
156,0,1
157,5,55
158,1,1
159,1,1
160,4,54
161,0,3
162,0,4
163,3,57
164,0,1
165,0,1
166,3,17
167,1,2
168,0,1
169,0,6
170,1,4
171,0,1
172,0,1
173,2,8
174,1,1
175,0,1
176,0,7
177,3,24
178,6,38
179,0,1
180,0,2
181,0,1
182,0,1
183,1,1
184,0,1
185,1,10
186,2,8
187,0,1
188,0,10
189,0,1
190,0,1
191,1,1
192,4,14
193,1,1
194,0,1
195,0,4
196,0,1
197,0,4
198,0,13
199,5,16
200,0,3
201,8,33
202,0,1
203,0,9
204,1,8
205,0,1
206,0,11
207,1,1
208,0,3
209,0,1
210,0,1
211,0,1
212,0,1
213,0,1
214,8,46
215,0,1
216,2,15
217,5,38
218,5,16
219,0,1
220,1,6
221,2,21
222,0,2
223,2,6
224,0,1
225,3,48
226,0,1
227,0,4
228,1,5
229,0,1
230,0,1
231,0,1
232,0,2
233,1,6
234,10,51
235,0,1
236,1,11
237,1,1
238,0,1
239,1,14
240,0,1
241,0,2
242,2,23
243,0,1
244,2,13
245,1,15
246,0,1
247,0,1
248,0,4
249,0,2
250,0,1
251,2,14
252,0,1
253,1,9
254,6,42
255,0,2
256,0,1
257,3,19
258,0,6
259,0,1
260,6,31
261,2,7
262,0,1
263,0,2
264,0,1
265,3,5
266,0,1
267,0,1
268,5,24
269,0,1
270,0,1
271,0,1
272,0,1
273,8,44
274,0,17
275,0,2
276,0,4
277,2,13
278,0,1
279,4,22
280,1,8
281,0,1
282,0,1
283,1,1
284,0,11
285,1,17
286,0,1
287,1,8
288,0,1
289,0,1
290,0,1
291,0,1
292,2,12
293,0,2
294,0,2
295,0,1
296,4,18
297,0,8
298,0,1
299,0,1
300,2,2
301,9,34
302,1,7
303,0,2
304,0,2
305,0,1
306,0,1
307,0,1
308,0,9
309,0,1
310,0,1
311,1,6
312,2,6
313,5,32
314,6,60
315,0,1
316,4,50
317,0,1
318,14,75
319,2,7
320,0,1
321,2,5
322,9,42
323,0,1
324,2,9
325,4,13
326,0,2
327,0,1
328,1,8
329,0,1
330,6,27
331,0,1
332,1,9
333,11,54
334,0,1
335,5,30
336,0,1
337,2,15
338,3,16
339,0,1
340,1,10
341,1,8
342,2,4
343,0,1
344,0,1
345,0,1
346,10,37
347,2,5
348,1,2
349,1,6
350,0,1
351,2,7
352,0,1
353,0,1
354,1,1
355,6,46
356,1,1
357,8,35
358,0,1
359,3,15
360,3,37
361,0,1
362,5,24
363,1,5
364,1,1
365,1,4
366,3,15
367,1,1
368,0,1
369,0,1
370,2,41
371,0,1
372,0,1
373,4,9
374,1,2
375,1,4
